Ast_var,term,estimate,std.error,statistic,p.value
TDEBT_HOME_proportion,(Intercept),0.390247466,0.946655274,0.412238199,0.680165
TDEBT_HOME_proportion,EJB1_UNION,0.494685857,2.546936928,0.194227761,0.845997618
TDEBT_HOME_proportion,Median_oneYear_ahead_uncertainty_inflation,0.00360598,0.013546017,0.266202233,0.790083562
TDEBT_HOME_proportion,Median_threeYear_ahead_uncertainty_inflation,0.001033735,0.010946495,0.094435278,0.924763427
TDEBT_HOME_proportion,Mean_prob_losingJob,0.001191773,0.00158149,0.753576111,0.451104112
TDEBT_HOME_proportion,h_1,-0.484150333,1.641110338,-0.295013883,0.767983385
TDEBT_HOME_proportion,h_3,0.762668538,2.794951943,0.272873578,0.784950499
TDEBT_HOME_proportion,h_12,-0.300667438,2.113386165,-0.142268102,0.886868293
TDEBT_HOME_proportion,YearAgoPessimistic_HF,-0.001122771,0.000668472,-1.679609852,0.093033811
TDEBT_HOME_proportion,YearAheadPessimistic_HF,-0.000208022,0.000653943,-0.318103498,0.75040655
TDEBT_HOME_proportion,Harder_side_ago,-0.219134647,0.106338755,-2.060722341,0.039330001
TDEBT_HOME_proportion,Easier_side_ago,0.152160127,0.063467114,2.397464105,0.016509326
TDEBT_HOME_proportion,Harder_side_ahead,0.044141964,0.086897841,0.507975384,0.611470808
TDEBT_HOME_proportion,UMICH_Consumer_Index,-0.000251545,0.000481431,-0.522494771,0.601326094
TDEBT_HOME_proportion,Gas,0.005263035,0.003020934,1.74218793,0.081476118
TDEBT_HOME_proportion,Food,0.000157635,0.006695485,0.023543428,0.981216806
TDEBT_HOME_proportion,Medical,0.001080152,0.002133022,0.50639532,0.61257936
TDEBT_HOME_proportion,College,-0.003632955,0.001591331,-2.282966155,0.022432738
TDEBT_HOME_proportion,Rent,0.019765194,0.009012008,2.193206301,0.028292931
TDEBT_HOME_proportion,Gold,-0.001295186,0.002897307,-0.44703093,0.654852902
TDEBT_HOME_proportion,Mean_prob_higher_unemploy_us_oneYear,0.000696072,0.001055789,0.659291273,0.509709018
TDEBT_HOME_proportion,CPI_change_rate,-0.002419211,0.00193526,-1.250070442,0.211274342
TDEBT_HOME_proportion,EJB1_UNION:Median_oneYear_ahead_uncertainty_inflation,0.002740461,0.036509192,0.075062213,0.940165239
TDEBT_HOME_proportion,EJB1_UNION:Median_threeYear_ahead_uncertainty_inflation,0.003252493,0.029493488,0.110278359,0.91218866
TDEBT_HOME_proportion,EJB1_UNION:Mean_prob_losingJob,-0.000676306,0.004255181,-0.158937063,0.873718517
TDEBT_HOME_proportion,EJB1_UNION:h_1,0.462612014,4.413773074,0.10481101,0.916525811
TDEBT_HOME_proportion,EJB1_UNION:h_3,-0.493048744,7.517501158,-0.065586787,0.947706833
TDEBT_HOME_proportion,EJB1_UNION:h_12,-0.411442138,5.685440426,-0.072367681,0.94230933
TDEBT_HOME_proportion,EJB1_UNION:YearAgoPessimistic_HF,0.000465296,0.001795598,0.259131683,0.795533736
TDEBT_HOME_proportion,EJB1_UNION:YearAheadPessimistic_HF,9.71E-06,0.00175933,0.005518896,0.995596583
TDEBT_HOME_proportion,EJB1_UNION:Harder_side_ago,-0.045722206,0.286106374,-0.159808414,0.873032054
TDEBT_HOME_proportion,EJB1_UNION:Easier_side_ago,-0.035901156,0.17106251,-0.209871562,0.833767995
TDEBT_HOME_proportion,EJB1_UNION:Harder_side_ahead,0.028998521,0.233079483,0.124414728,0.900986957
TDEBT_HOME_proportion,EJB1_UNION:UMICH_Consumer_Index,0.00028931,0.001294696,0.223457885,0.82317924
TDEBT_HOME_proportion,EJB1_UNION:Gas,-0.00065969,0.00813087,-0.08113396,0.935335447
TDEBT_HOME_proportion,EJB1_UNION:Food,-0.002484017,0.018019427,-0.13785216,0.89035731
TDEBT_HOME_proportion,EJB1_UNION:Medical,0.000692855,0.005732717,0.120859766,0.903802155
TDEBT_HOME_proportion,EJB1_UNION:College,0.001197419,0.004289375,0.279159323,0.780122663
TDEBT_HOME_proportion,EJB1_UNION:Rent,-0.000823274,0.024290972,-0.033892196,0.972963128
TDEBT_HOME_proportion,EJB1_UNION:Gold,-0.001767666,0.007799532,-0.226637437,0.820705762
TDEBT_HOME_proportion,EJB1_UNION:Mean_prob_higher_unemploy_us_oneYear,-0.000518039,0.002846161,-0.182013275,0.855572374
TDEBT_HOME_proportion,EJB1_UNION:CPI_change_rate,0.000913047,0.005201834,0.175524,0.860667978
TDEBT_VEH_proportion,(Intercept),0.835084615,0.691700071,1.207292943,0.227319861
TDEBT_VEH_proportion,EJB1_UNION,-0.25162216,1.860990481,-0.13520873,0.892446894
TDEBT_VEH_proportion,Median_oneYear_ahead_uncertainty_inflation,0.003431993,0.009897775,0.346743848,0.728783897
TDEBT_VEH_proportion,Median_threeYear_ahead_uncertainty_inflation,0.005887893,0.007998362,0.736137329,0.461647438
TDEBT_VEH_proportion,Mean_prob_losingJob,-0.000145617,0.001155559,-0.126013962,0.899720918
TDEBT_VEH_proportion,h_1,-0.541978855,1.199123026,-0.451979358,0.651284029
TDEBT_VEH_proportion,h_3,1.124305017,2.042209567,0.550533616,0.581953648
TDEBT_VEH_proportion,h_12,-1.274376692,1.544204527,-0.825264186,0.409221974
TDEBT_VEH_proportion,YearAgoPessimistic_HF,-0.000522957,0.000488437,-1.070674299,0.284316368
TDEBT_VEH_proportion,YearAheadPessimistic_HF,-0.000242433,0.000477822,-0.507371948,0.611894066
TDEBT_VEH_proportion,Harder_side_ago,-0.171593618,0.077699376,-2.208429809,0.027214732
TDEBT_VEH_proportion,Easier_side_ago,0.059786923,0.046374016,1.289233231,0.197317552
TDEBT_VEH_proportion,Harder_side_ahead,0.059977614,0.06349433,0.944613699,0.344856541
TDEBT_VEH_proportion,UMICH_Consumer_Index,2.11E-05,0.000351771,0.060109974,0.952068068
TDEBT_VEH_proportion,Gas,0.003159508,0.00220733,1.43137119,0.152324423
TDEBT_VEH_proportion,Food,-0.001250442,0.004892243,-0.255596832,0.798262259
TDEBT_VEH_proportion,Medical,0.000679769,0.001558552,0.436154375,0.662724897
TDEBT_VEH_proportion,College,-0.00130514,0.00116275,-1.122458925,0.261667847
TDEBT_VEH_proportion,Rent,0.012265444,0.006584875,1.862669123,0.062509359
